season,season_type,game_id,week,game_date,team,opponent_team,qb_id,qb_name,dropbacks,attempts,completions,passing_yards,passing_tds,interceptions,epa_total,epa_per_play,success_plays,success_rate,total_air_yards,total_yac_yards,avg_air_yards,avg_yac_per_completion,air_epa_total,yac_epa_total,air_epa_per_play,yac_epa_per_play,first_down_passes,explosive_passes,third_down_attempts,third_down_conversions,third_down_conversion_rate,red_zone_targets,red_zone_pass_tds
2022,REG,2022_07_NO_ARI,7,2022-10-20,ARI,NO,00-0035228,K.Murray,32,32,20,191.0,1,0,2.8524733772355098,0.08913979303860968,16,0.5,216.0,94.0,6.75,4.7,10.743479169206688,-5.399507616588577,0.335733724037709,-0.16873461301839304,9.0,2,7,1,0.14285714285714285,7,1
2022,REG,2022_07_NO_ARI,7,2022-10-20,NO,ARI,00-0027973,A.Dalton,47,47,30,361.0,4,3,-1.3456372406083807,-0.028630579587412355,25,0.5319148936170213,377.0,187.0,8.02127659574468,6.233333333333333,23.486981985566697,-24.832619226175055,0.49972302096950416,-0.528353600556916,15.0,3,10,3,0.3,7,3
2022,REG,2022_07_NO_ARI,7,2022-10-20,NO,ARI,00-0033357,T.Hill,2,2,2,48.0,0,0,4.110409893502947,2.0552049467514735,2,1.0,11.0,37.0,5.5,18.5,0.03157582820858007,4.07883406529436,0.015787914104290035,2.03941703264718,2.0,1,0,0,0.0,0,0
2022,REG,2022_07_NYG_JAX,7,2022-10-23,JAX,NYG,00-0034775,C.Kirk,1,1,0,0.0,0,0,-0.326806403230876,-0.326806403230876,0,0.0,1.0,0.0,1.0,0.0,-0.286224151263014,-0.0405822519678623,-0.286224151263014,-0.0405822519678623,0.0,0,1,0,0.0,0,0
2022,REG,2022_07_NYG_JAX,7,2022-10-23,JAX,NYG,00-0036971,T.Lawrence,43,43,22,310.0,0,0,11.344376771026779,0.2638227156052739,19,0.4418604651162791,473.0,113.0,11.0,5.136363636363637,35.221087434852954,-23.876710663826188,0.8190950566244873,-0.5552723410192136,15.0,5,9,5,0.5555555555555556,7,0
2022,REG,2022_07_NYG_JAX,7,2022-10-23,NYG,JAX,00-0035710,D.Jones,31,31,19,200.0,1,0,1.846329207369183,0.05955900668932849,14,0.45161290322580644,208.0,99.0,6.709677419354839,5.2105263157894735,16.54616675918806,-13.641636398521884,0.5337473148125181,-0.440052787049093,11.0,1,7,2,0.2857142857142857,3,0
2022,REG,2022_07_NYJ_DEN,7,2022-10-23,DEN,NYJ,00-0034955,B.Rypien,47,47,24,219.0,0,1,-12.780681907441325,-0.27192940228598567,15,0.3191489361702128,486.0,95.0,10.340425531914894,3.9583333333333335,33.011730583763004,-44.03034934603247,0.7023772464630427,-0.9368159435326058,10.0,1,14,4,0.2857142857142857,0,0
2022,REG,2022_07_NYJ_DEN,7,2022-10-23,NYJ,DEN,00-0037013,Z.Wilson,29,29,16,105.0,0,0,-10.712210080237128,-0.36938655449093544,9,0.3103448275862069,123.0,99.0,4.241379310344827,6.1875,1.0537635029177141,-7.506903842382582,0.036336672514403937,-0.25885875318560625,5.0,1,8,1,0.125,0,0
2022,REG,2022_07_PIT_MIA,7,2022-10-23,MIA,PIT,00-0036212,T.Tagovailoa,35,35,21,261.0,1,0,5.571931643634629,0.1591980469609894,17,0.4857142857142857,345.0,91.0,9.857142857142858,4.333333333333333,20.0813849982516,-14.509453354616973,0.5737538570929028,-0.4145558101319135,12.0,5,12,4,0.3333333333333333,4,1
2022,REG,2022_07_PIT_MIA,7,2022-10-23,PIT,MIA,00-0038102,K.Pickett,46,46,32,246.0,1,3,-5.820455410563092,-0.12653163936006723,22,0.4782608695652174,301.0,113.0,6.543478260869565,3.53125,9.699844658316579,-13.073951059241018,0.21086618822427344,-0.28421632737480473,14.0,2,10,3,0.3,1,1
