season,season_type,team,qb_id,qb_name,wr_id,wr_name,targets,receptions,receiving_yards,receiving_tds,epa_total,epa_per_target,success_plays,success_rate,total_air_yards,total_yac_yards,avg_air_yards,avg_yac_per_reception,first_downs,explosive_plays,red_zone_targets,red_zone_tds
2020,REG,JAX,00-0036312,J.Luton,00-0033854,D.Ogunbowale,4,1,5.0,0,-2.694338607136157,-0.6735846517840393,1,0.25,8.0,6.0,2.0,6.0,1.0,0,1,0
2020,REG,JAX,00-0036312,J.Luton,00-0034777,D.Chark Jr.,26,15,243.0,1,4.122449845519944,0.15855576328922863,11,0.4230769230769231,325.0,109.0,12.5,7.266666666666667,10.0,4,1,0
2020,REG,JAX,00-0036312,J.Luton,00-0035184,D.Ozigbo,3,3,5.0,0,-3.99652176152449,-1.3321739205081633,0,0.0,1.0,4.0,0.3333333333333333,1.3333333333333333,0.0,0,0,0
2020,REG,JAX,00-0036312,J.Luton,00-0035313,T.Godwin,2,0,0.0,0,-2.8020622394978982,-1.4010311197489491,0,0.0,29.0,0.0,14.5,0.0,0.0,0,0,0
2020,REG,JAX,00-0036312,J.Luton,00-0035823,B.Ellefson,3,1,10.0,0,-2.321579324081534,-0.7738597746938446,1,0.3333333333333333,33.0,3.0,11.0,3.0,1.0,0,0,0
2020,REG,JAX,00-0036312,J.Luton,00-0035831,J.Robinson,9,4,24.0,0,-4.399732129066254,-0.488859125451806,2,0.2222222222222222,-10.0,19.0,-1.1111111111111112,4.75,1.0,0,0,0
2020,REG,JAX,00-0036312,J.Luton,00-0036254,C.Johnson,2,1,9.0,0,0.07065112190321099,0.035325560951605495,1,0.5,15.0,6.0,7.5,6.0,0.0,0,0,0
2020,REG,JAX,00-0036312,J.Luton,00-0036268,L.Shenault Jr.,1,1,-1.0,0,-0.819913527462632,-0.819913527462632,0,0.0,-3.0,2.0,-3.0,2.0,0.0,0,0,0
2020,REG,CAR,00-0036320,J.Charlton,00-0034052,B.Zylstra,1,1,28.0,0,4.73220307042357,4.73220307042357,1,1.0,18.0,10.0,18.0,10.0,1.0,1,0,0
2020,REG,LAC,00-0036355,J.Herbert,00-0028142,V.Green,4,2,40.0,1,2.069833303568882,0.5174583258922205,2,0.5,60.0,19.0,15.0,9.5,2.0,1,0,0
2020,REG,LAC,00-0036355,J.Herbert,00-0030279,K.Allen,141,96,955.0,8,28.96527427241221,0.20542747710930645,74,0.524822695035461,964.0,413.0,6.836879432624113,4.302083333333333,57.0,10,18,7
2020,REG,LAC,00-0036355,J.Herbert,00-0032725,S.Anderson,11,8,106.0,0,5.368926214985537,0.48808420136232156,7,0.6363636363636364,44.0,80.0,4.0,10.0,7.0,1,0,0
2020,REG,LAC,00-0036355,J.Herbert,00-0033090,H.Henry,85,55,540.0,4,19.127755608705137,0.22503241892594278,49,0.5764705882352941,668.0,193.0,7.858823529411764,3.5090909090909093,33.0,3,12,4
2020,REG,LAC,00-0036355,J.Herbert,00-0033164,T.Pope,10,8,42.0,0,-3.465752639476456,-0.3465752639476456,3,0.3,-16.0,44.0,-1.6,5.5,1.0,0,2,0
2020,REG,LAC,00-0036355,J.Herbert,00-0033536,M.Williams,75,43,683.0,5,29.897014746113925,0.398626863281519,39,0.52,1089.0,149.0,14.52,3.4651162790697674,32.0,12,10,1
2020,REG,LAC,00-0036355,J.Herbert,00-0033699,A.Ekeler,64,53,400.0,2,12.942181568022246,0.2022215870003476,32,0.5,-73.0,465.0,-1.140625,8.773584905660377,20.0,2,10,2
2020,REG,LAC,00-0036355,J.Herbert,00-0034440,J.Jackson,24,19,173.0,0,5.600554856457281,0.2333564523523867,13,0.5416666666666666,-62.0,221.0,-2.5833333333333335,11.631578947368421,7.0,2,2,0
2020,REG,LAC,00-0036355,J.Herbert,00-0034799,K.Ballage,27,20,99.0,0,-4.2492002474609745,-0.15737778694299906,9,0.3333333333333333,-22.0,130.0,-0.8148148148148148,6.5,4.0,0,4,0
2020,REG,LAC,00-0036355,J.Herbert,00-0035329,D.Parham Jr.,20,10,159.0,3,2.580791882472129,0.12903959412360647,10,0.5,175.0,56.0,8.75,5.6,8.0,4,7,2
2020,REG,LAC,00-0036355,J.Herbert,00-0035414,J.Guyton,54,27,495.0,3,6.427612460169686,0.11902986037351271,21,0.3888888888888889,881.0,177.0,16.314814814814813,6.555555555555555,17.0,7,7,1
2020,REG,LAC,00-0036355,J.Herbert,00-0035457,T.Johnson,4,3,157.0,1,10.678518008906405,2.6696295022266012,3,0.75,196.0,5.0,49.0,1.6666666666666667,3.0,3,0,0
2020,REG,LAC,00-0036355,J.Herbert,00-0035457,Ty.Johnson,22,17,241.0,2,18.653524708322948,0.8478874867419521,13,0.5909090909090909,338.0,54.0,15.363636363636363,3.176470588235294,12.0,4,1,1
2020,REG,LAC,00-0036355,J.Herbert,00-0035908,G.Nabers,7,5,25.0,2,1.1054906639204864,0.15792723770292663,3,0.42857142857142855,6.0,23.0,0.8571428571428571,4.6,2.0,0,3,2
2020,REG,LAC,00-0036355,J.Herbert,00-0036370,J.Kelley,23,23,148.0,0,6.290674058429448,0.2735075677578021,12,0.5217391304347826,-25.0,173.0,-1.0869565217391304,7.521739130434782,9.0,1,2,0
2020,REG,LAC,00-0036355,J.Herbert,00-0036377,J.Reed,1,0,0.0,0,-0.931210777256638,-0.931210777256638,0,0.0,-9.0,0.0,-9.0,0.0,0.0,0,0,0
2020,REG,LAC,00-0036355,J.Herbert,00-0036382,K.Hill Jr.,11,7,73.0,0,0.06362402322702065,0.005784002111547332,5,0.45454545454545453,79.0,18.0,7.181818181818182,2.5714285714285716,2.0,1,2,0
2020,REG,MIA,00-0036364,L.Bowden,00-0032940,D.Washington,1,0,0.0,0,-0.495386238093488,-0.495386238093488,0,0.0,19.0,0.0,19.0,0.0,0.0,0,0,0
2020,REG,MIA,00-0036364,L.Bowden,00-0035311,M.Gaskin,1,1,32.0,0,2.34605963563081,2.34605963563081,1,1.0,-2.0,34.0,-2.0,34.0,1.0,1,0,0
2020,REG,DAL,00-0036384,B.DiNucci,00-0031544,A.Cooper,7,3,44.0,0,-1.7159563884488263,-0.2451366269212609,2,0.2857142857142857,63.0,14.0,9.0,4.666666666666667,1.0,1,0,0
2020,REG,DAL,00-0036384,B.DiNucci,00-0033045,E.Elliott,2,1,10.0,0,0.629027529328596,0.314513764664298,1,0.5,0.0,14.0,0.0,14.0,1.0,0,0,0
2020,REG,DAL,00-0036384,B.DiNucci,00-0033591,N.Brown,2,0,0.0,0,-1.5600042047444762,-0.7800021023722381,0,0.0,27.0,0.0,13.5,0.0,0.0,0,0,0
2020,REG,DAL,00-0036384,B.DiNucci,00-0034383,D.Schultz,8,6,53.0,0,2.1992017337470378,0.2749002167183797,6,0.75,72.0,18.0,9.0,3.0,1.0,0,0,0
2020,REG,DAL,00-0036384,B.DiNucci,00-0034418,C.Wilson,2,0,0.0,0,-1.173143552034162,-0.586571776017081,0,0.0,54.0,0.0,27.0,0.0,0.0,0,1,0
2020,REG,DAL,00-0036384,B.DiNucci,00-0034764,M.Gallup,13,7,61.0,0,-1.243304611557594,-0.09563881627366108,6,0.46153846153846156,94.0,49.0,7.230769230769231,7.0,4.0,0,1,0
2020,REG,DAL,00-0036384,B.DiNucci,00-0035261,T.Pollard,2,2,24.0,0,-1.3466938157798727,-0.6733469078899363,1,0.5,-5.0,29.0,-2.5,14.5,2.0,0,1,0
2020,REG,DAL,00-0036384,B.DiNucci,00-0036358,C.Lamb,5,4,27.0,0,1.2962092037101338,0.2592418407420268,2,0.4,36.0,10.0,7.2,2.5,2.0,0,0,0
2020,REG,PHI,00-0036389,J.Hurts,00-0026189,D.Jackson,1,1,81.0,1,6.44122478552163,6.44122478552163,1,1.0,41.0,40.0,41.0,40.0,1.0,1,0,0
2020,REG,PHI,00-0036389,J.Hurts,00-0029137,A.Jeffery,7,5,106.0,1,10.962748516991267,1.5661069309987525,5,0.7142857142857143,108.0,25.0,15.428571428571429,5.0,4.0,3,1,1
2020,REG,PHI,00-0036389,J.Hurts,00-0030061,Z.Ertz,24,10,141.0,0,-8.99039592694692,-0.37459983028945504,7,0.2916666666666667,181.0,51.0,7.541666666666667,5.1,5.0,3,2,0
2020,REG,PHI,00-0036389,J.Hurts,00-0031384,R.Rodgers,2,1,18.0,0,0.21905014842935,0.109525074214675,1,0.5,13.0,5.0,6.5,5.0,1.0,0,1,0
2020,REG,PHI,00-0036389,J.Hurts,00-0033725,C.Clement,1,1,7.0,0,0.2450718190521,0.2450718190521,1,1.0,-3.0,10.0,-3.0,10.0,0.0,0,0,0
2020,REG,PHI,00-0036389,J.Hurts,00-0033733,G.Ward,19,10,111.0,3,8.52194520307238,0.4485234317406516,9,0.47368421052631576,162.0,9.0,8.526315789473685,0.9,8.0,1,2,2
2020,REG,PHI,00-0036389,J.Hurts,00-0034351,D.Goedert,19,12,126.0,0,-1.6958434653352015,-0.0892549192281685,9,0.47368421052631576,152.0,46.0,8.0,3.8333333333333335,7.0,1,0,0
2020,REG,PHI,00-0036389,J.Hurts,00-0034414,B.Scott,5,3,27.0,0,-1.092698806722185,-0.218539761344437,2,0.4,34.0,33.0,6.8,11.0,1.0,0,0,0
2020,REG,PHI,00-0036389,J.Hurts,00-0035243,M.Sanders,13,9,74.0,0,2.142170038539916,0.1647823106569166,7,0.5384615384615384,-11.0,86.0,-0.8461538461538461,9.555555555555555,2.0,1,0,0
2020,REG,PHI,00-0036389,J.Hurts,00-0035246,J.Arcega-Whiteside,2,1,30.0,0,2.892234139057105,1.4461170695285526,1,0.5,36.0,3.0,18.0,3.0,1.0,1,0,0
2020,REG,PHI,00-0036389,J.Hurts,00-0035592,T.Fulgham,9,5,66.0,0,-1.839660925965296,-0.20440676955169956,5,0.5555555555555556,109.0,5.0,12.11111111111111,1.0,3.0,0,2,0
2020,REG,PHI,00-0036389,J.Hurts,00-0036271,Q.Watkins,11,6,100.0,1,2.490558420075109,0.2264144018250099,4,0.36363636363636365,103.0,56.0,9.363636363636363,9.333333333333334,4.0,2,2,0
2020,REG,PHI,00-0036389,J.Hurts,00-0036278,J.Huntley,1,1,0.0,0,-0.573071261867881,-0.573071261867881,0,0.0,-1.0,1.0,-1.0,1.0,0.0,0,0,0
2020,REG,PHI,00-0036389,J.Hurts,00-0036387,J.Reagor,21,12,174.0,0,1.570207570405863,0.07477178906694586,8,0.38095238095238093,260.0,98.0,12.380952380952381,8.166666666666666,8.0,3,3,0
2020,REG,CIN,00-0036442,J.Burrow,00-0027942,A.Green,75,34,352.0,1,-6.857700215827926,-0.09143600287770567,29,0.38666666666666666,1044.0,60.0,13.92,1.7647058823529411,24.0,1,5,1
2020,REG,CIN,00-0036442,J.Burrow,00-0030456,G.Bernard,40,31,228.0,2,4.4842783295006425,0.11210695823751607,17,0.425,35.0,215.0,0.875,6.935483870967742,10.0,2,8,2
2020,REG,CIN,00-0036442,J.Burrow,00-0032134,C.Uzomah,11,8,87.0,1,5.250519627103432,0.477319966100312,8,0.7272727272727273,94.0,30.0,8.545454545454545,3.75,6.0,1,2,0
2020,REG,CIN,00-0036442,J.Burrow,00-0032543,A.Erickson,3,2,17.0,0,-0.630516493447031,-0.21017216448234366,1,0.3333333333333333,15.0,12.0,5.0,6.0,0.0,0,0,0
2020,REG,CIN,00-0036442,J.Burrow,00-0033009,T.Boyd,85,68,696.0,3,51.72344087688839,0.6085110691398634,58,0.6823529411764706,705.0,217.0,8.294117647058824,3.1911764705882355,40.0,5,11,3
2020,REG,CIN,00-0036442,J.Burrow,00-0033114,M.Thomas,19,13,132.0,1,-4.181306575017513,-0.2200687671061849,10,0.5263157894736842,167.0,28.0,8.789473684210526,2.1538461538461537,7.0,2,1,1
2020,REG,CIN,00-0036442,J.Burrow,00-0033338,C.Carter,4,3,27.0,0,0.818978357419838,0.2047445893549595,2,0.5,23.0,6.0,5.75,2.0,2.0,1,1,0
2020,REG,CIN,00-0036442,J.Burrow,00-0033460,J.Ross III,7,2,17.0,0,-2.3238688118872224,-0.33198125884103175,1,0.14285714285714285,84.0,3.0,12.0,1.5,1.0,0,0,0
2020,REG,CIN,00-0036442,J.Burrow,00-0033526,S.Perine,5,4,14.0,0,-1.1009537325610415,-0.2201907465122083,1,0.2,1.0,15.0,0.2,3.75,1.0,0,3,0
2020,REG,CIN,00-0036442,J.Burrow,00-0033897,J.Mixon,26,21,138.0,1,4.439090937055879,0.17073426680984152,12,0.46153846153846156,-29.0,171.0,-1.1153846153846154,8.142857142857142,5.0,0,3,1
2020,REG,CIN,00-0036442,J.Burrow,00-0034686,A.Tate,20,14,150.0,0,4.528085920975136,0.2264042960487568,10,0.5,176.0,58.0,8.8,4.142857142857143,9.0,0,3,0
2020,REG,CIN,00-0036442,J.Burrow,00-0035631,D.Sample,30,21,201.0,0,2.8759909017826377,0.09586636339275459,17,0.5666666666666667,148.0,110.0,4.933333333333334,5.238095238095238,11.0,1,9,0
2020,REG,CIN,00-0036442,J.Burrow,00-0036410,T.Higgins,67,43,629.0,4,39.429289528285146,0.5884968586311216,39,0.582089552238806,846.0,217.0,12.626865671641792,5.046511627906977,34.0,10,7,4
2021,POST,TB,00-0019596,T.Brady,00-0027656,R.Gronkowski,17,9,116.0,1,-0.9704556378370557,-0.057085625755120925,7,0.4117647058823529,189.0,69.0,11.117647058823529,7.666666666666667,5.0,2,2,1
2021,POST,TB,00-0019596,T.Brady,00-0030456,G.Bernard,8,5,39.0,0,-0.8694850154293392,-0.1086856269286674,4,0.5,9.0,33.0,1.125,6.6,3.0,1,1,0
2021,POST,TB,00-0019596,T.Brady,00-0031273,C.Brate,6,4,38.0,0,-2.0553228598221405,-0.3425538099703567,2,0.3333333333333333,34.0,26.0,5.666666666666667,6.5,2.0,0,2,0
2021,POST,TB,00-0019596,T.Brady,00-0031408,M.Evans,26,17,236.0,2,12.831868245266378,0.49353339404870683,13,0.5,250.0,79.0,9.615384615384615,4.647058823529412,10.0,3,5,0
2021,POST,TB,00-0019596,T.Brady,00-0032054,B.Perriman,3,1,5.0,0,-2.2342937944922596,-0.7447645981640866,0,0.0,16.0,0.0,5.333333333333333,0.0,0.0,0,0,0
2021,POST,TB,00-0019596,T.Brady,00-0033856,L.Fournette,9,9,56.0,0,1.059185425692703,0.11768726952141144,5,0.5555555555555556,-8.0,64.0,-0.8888888888888888,7.111111111111111,2.0,0,0,0
2021,POST,TB,00-0019596,T.Brady,00-0033879,O.Howard,2,2,10.0,0,0.48836668924195703,0.24418334462097852,1,0.5,7.0,3.0,3.5,1.5,1.0,0,1,0
2021,POST,TB,00-0019596,T.Brady,00-0035298,S.Miller,7,5,46.0,0,2.5634151581907645,0.3662021654558235,3,0.42857142857142855,63.0,4.0,9.0,0.8,2.0,0,0,0
2021,POST,TB,00-0019596,T.Brady,00-0036427,T.Johnson,9,5,45.0,0,-1.920247442321855,-0.21336082692465055,3,0.3333333333333333,32.0,29.0,3.5555555555555554,5.8,3.0,0,3,0
2021,POST,TB,00-0019596,T.Brady,00-0036450,K.Vaughn,2,2,9.0,0,0.08867183851543822,0.04433591925771911,1,0.5,-1.0,10.0,-0.5,5.0,0.0,0,0,0
2021,POST,PIT,00-0022924,B.Roethlisberger,00-0032897,D.Watt,1,0,0.0,0,-0.583848227281123,-0.583848227281123,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,POST,PIT,00-0022924,B.Roethlisberger,00-0033857,J.Smith-Schuster,8,5,26.0,0,-0.29924132884480054,-0.03740516610560007,3,0.375,33.0,15.0,4.125,3.0,3.0,0,0,0
2021,POST,PIT,00-0022924,B.Roethlisberger,00-0034407,R.McCloud,2,2,20.0,0,0.769723684003111,0.3848618420015555,2,1.0,13.0,7.0,6.5,3.5,1.0,0,0,0
2021,POST,PIT,00-0022924,B.Roethlisberger,00-0034676,J.Washington,3,2,37.0,1,2.9084948037634613,0.9694982679211538,2,0.6666666666666666,62.0,3.0,20.666666666666668,1.5,2.0,1,1,1
2021,POST,PIT,00-0022924,B.Roethlisberger,00-0035216,D.Johnson,10,5,34.0,1,0.5974252712912771,0.05974252712912771,4,0.4,102.0,10.0,10.2,2.0,4.0,0,2,1
2021,POST,PIT,00-0022924,B.Roethlisberger,00-0035217,B.Snell,2,2,16.0,0,0.443125961173791,0.2215629805868955,2,1.0,2.0,14.0,1.0,7.0,2.0,0,0,0
2021,POST,PIT,00-0022924,B.Roethlisberger,00-0035222,Z.Gentry,4,4,33.0,0,-2.025662305415612,-0.506415576353903,2,0.5,14.0,19.0,3.5,4.75,1.0,0,1,0
2021,POST,PIT,00-0022924,B.Roethlisberger,00-0036326,C.Claypool,7,3,25.0,0,-1.4528046166524318,-0.2075435166646331,1,0.14285714285714285,90.0,10.0,12.857142857142858,3.3333333333333335,1.0,0,1,0
2021,POST,PIT,00-0022924,B.Roethlisberger,00-0036893,N.Harris,2,2,-1.0,0,-5.891607183264569,-2.9458035916322847,0,0.0,-10.0,9.0,-5.0,4.5,0.0,0,0,0
2021,POST,PIT,00-0022924,B.Roethlisberger,00-0036894,P.Freiermuth,5,4,25.0,0,0.8374065292300678,0.16748130584601356,3,0.6,14.0,21.0,2.8,5.25,1.0,0,0,0
2021,POST,GB,00-0023459,A.Rodgers,00-0024243,M.Lewis,1,1,0.0,0,-5.3412412784528,-5.3412412784528,0,0.0,-1.0,1.0,-1.0,1.0,0.0,0,0,0
2021,POST,GB,00-0023459,A.Rodgers,00-0028002,R.Cobb,1,0,0.0,0,-0.568941829958931,-0.568941829958931,0,0.0,4.0,0.0,4.0,0.0,0.0,0,0,0
2021,POST,GB,00-0023459,A.Rodgers,00-0031381,D.Adams,11,9,90.0,0,5.402839241432965,0.4911672037666332,7,0.6363636363636364,130.0,21.0,11.818181818181818,2.3333333333333335,5.0,1,1,0
2021,POST,GB,00-0023459,A.Rodgers,00-0033293,A.Jones,10,9,129.0,0,3.639319679292392,0.3639319679292392,3,0.3,21.0,106.0,2.1,11.777777777777779,2.0,1,2,0
2021,POST,GB,00-0023459,A.Rodgers,00-0034521,A.Lazard,1,1,6.0,0,1.25776835356373,1.25776835356373,1,1.0,6.0,0.0,6.0,0.0,1.0,0,1,0
2021,POST,GB,00-0023459,A.Rodgers,00-0036332,J.Deguara,1,0,0.0,0,-0.784662373829633,-0.784662373829633,0,0.0,18.0,0.0,18.0,0.0,0.0,0,0,0
2021,POST,GB,00-0023459,A.Rodgers,00-0036456,D.Dafney,2,0,0.0,0,-2.192203713115309,-1.0961018565576546,0,0.0,34.0,0.0,17.0,0.0,0.0,0,0,0
2021,POST,LA,00-0026498,M.Stafford,00-0031235,O.Beckham,26,21,288.0,2,25.341821330852486,0.9746854358020187,20,0.7692307692307693,266.0,81.0,10.23076923076923,3.857142857142857,15.0,5,3,2
2021,POST,LA,00-0026498,M.Stafford,00-0033110,T.Higbee,14,9,115.0,0,5.176510697579939,0.3697507641128528,8,0.5714285714285714,103.0,45.0,7.357142857142857,5.0,7.0,2,1,0
2021,POST,LA,00-0026498,M.Stafford,00-0033908,C.Kupp,42,33,478.0,6,26.349946659743598,0.6273796823748475,27,0.6428571428571429,376.0,206.0,8.952380952380953,6.242424242424242,19.0,7,10,5
2021,POST,LA,00-0026498,M.Stafford,00-0034845,S.Michel,4,3,-8.0,0,-4.653749281633455,-1.1634373204083637,0,0.0,-13.0,8.0,-3.25,2.6666666666666665,0.0,0,1,0
2021,POST,LA,00-0026498,M.Stafford,00-0035603,K.Blanton,7,7,75.0,1,7.095690242538698,1.0136700346483853,7,1.0,19.0,56.0,2.7142857142857144,8.0,5.0,1,2,1
2021,POST,LA,00-0026498,M.Stafford,00-0035664,D.Henderson,5,3,43.0,0,2.866492368688339,0.5732984737376678,2,0.4,49.0,20.0,9.8,6.666666666666667,2.0,1,2,0
2021,POST,LA,00-0026498,M.Stafford,00-0036414,C.Akers,9,7,36.0,0,-0.5862796808942279,-0.06514218676602532,4,0.4444444444444444,25.0,46.0,2.7777777777777777,6.571428571428571,3.0,0,0,0
2021,POST,LA,00-0026498,M.Stafford,00-0036415,V.Jefferson,17,9,102.0,0,-2.333351678662102,-0.1372559810977707,6,0.35294117647058826,270.0,52.0,15.882352941176471,5.777777777777778,4.0,1,3,0
2021,POST,LA,00-0026498,M.Stafford,00-0036424,B.Hopkins,4,4,47.0,0,5.479189940262591,1.3697974850656478,4,1.0,25.0,22.0,6.25,5.5,3.0,0,0,0
2021,POST,LA,00-0026498,M.Stafford,00-0036862,B.Skowronek,6,2,12.0,0,-6.6455134611460345,-1.1075855768576723,2,0.3333333333333333,72.0,7.0,12.0,3.5,0.0,0,0,0
2021,POST,LA,00-0028872,J.Hekker,00-0035269,M.Gay,1,0,0.0,0,-0.947,-0.947,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
2021,POST,DAL,00-0029692,B.Anger,00-0031357,C.Goodwin,1,1,16.0,0,3.85617053206079,3.85617053206079,1,1.0,8.0,8.0,8.0,8.0,1.0,0,0,0
2021,POST,TEN,00-0029701,R.Tannehill,00-0027944,J.Jones,7,6,62.0,0,-0.38726292212959224,-0.05532327458994175,5,0.7142857142857143,55.0,24.0,7.857142857142857,4.0,4.0,0,0,0
2021,POST,TEN,00-0029701,R.Tannehill,00-0032355,C.Rogers,2,1,3.0,0,-6.534827973286154,-3.267413986643077,0,0.0,-12.0,4.0,-6.0,4.0,0.0,0,1,0
2021,POST,TEN,00-0029701,R.Tannehill,00-0033455,A.Firkser,1,0,0.0,0,-0.310699541238137,-0.310699541238137,0,0.0,3.0,0.0,3.0,0.0,0.0,0,0,0
2021,POST,TEN,00-0029701,R.Tannehill,00-0034253,D.Hilliard,3,3,13.0,0,-0.19066331376849405,-0.06355443792283134,1,0.3333333333333333,9.0,4.0,3.0,1.3333333333333333,1.0,0,0,0
2021,POST,TEN,00-0029701,R.Tannehill,00-0035099,K.Blasingame,1,0,0.0,0,-0.965142629109323,-0.965142629109323,0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0
2021,POST,TEN,00-0029701,R.Tannehill,00-0035676,A.Brown,9,5,142.0,1,7.663594481593472,0.8515104979548301,5,0.5555555555555556,192.0,15.0,21.333333333333332,3.0,4.0,4,1,0
2021,POST,TEN,00-0029701,R.Tannehill,00-0036182,N.Westbrook-Ikhine,1,0,0.0,0,-1.61658763163723,-1.61658763163723,0,0.0,13.0,0.0,13.0,0.0,0.0,0,0,0
2021,POST,KC,00-0030506,T.Kelce,00-0034297,B.Pringle,1,1,2.0,1,0.70204556841054,0.70204556841054,1,1.0,2.0,0.0,2.0,0.0,1.0,0,1,1
2021,POST,LA,00-0031235,O.Beckham,00-0036414,C.Akers,1,1,40.0,0,2.27834693016484,2.27834693016484,1,1.0,26.0,14.0,26.0,14.0,1.0,1,0,0
2021,POST,LV,00-0031280,D.Carr,00-0026189,D.Jackson,2,1,26.0,0,2.8137528882168787,1.4068764441084394,1,0.5,26.0,4.0,13.0,4.0,1.0,1,1,0
2021,POST,LV,00-0031280,D.Carr,00-0031610,D.Waller,12,7,76.0,0,5.339522134946801,0.4449601779122334,5,0.4166666666666667,114.0,16.0,9.5,2.2857142857142856,5.0,1,3,0
2021,POST,LV,00-0031280,D.Carr,00-0033025,J.Richard,2,1,4.0,0,-0.6135728814988402,-0.3067864407494201,1,0.5,-4.0,8.0,-2.0,8.0,0.0,0,1,0
2021,POST,LV,00-0031280,D.Carr,00-0033891,Z.Jones,8,5,61.0,1,4.368776022485689,0.5460970028107112,5,0.625,89.0,2.0,11.125,0.4,4.0,0,5,1
2021,POST,LV,00-0031280,D.Carr,00-0034981,F.Moreau,3,0,0.0,0,-1.8628517440520231,-0.6209505813506744,0,0.0,21.0,0.0,7.0,0.0,0.0,0,2,0
2021,POST,LV,00-0031280,D.Carr,00-0034983,H.Renfrow,11,8,58.0,0,-1.7533898860845976,-0.15939908055314522,4,0.36363636363636365,71.0,35.0,6.454545454545454,4.375,1.0,0,1,0
2021,POST,LV,00-0031280,D.Carr,00-0035700,J.Jacobs,5,4,44.0,0,2.7904090743395535,0.5580818148679108,4,0.8,4.0,42.0,0.8,10.5,2.0,0,1,0
2021,POST,LV,00-0031280,D.Carr,00-0036365,B.Edwards,6,3,41.0,0,0.42923134996089907,0.0715385583268165,2,0.3333333333333333,71.0,16.0,11.833333333333334,5.333333333333333,2.0,0,0,0
2021,POST,SF,00-0031345,J.Garoppolo,00-0029269,T.Benjamin,2,1,17.0,0,0.8202408747747549,0.41012043738737747,1,0.5,9.0,5.0,4.5,5.0,1.0,0,0,0
2021,POST,SF,00-0031345,J.Garoppolo,00-0029892,K.Juszczyk,3,2,15.0,0,-0.47818570534508253,-0.1593952351150275,2,0.6666666666666666,24.0,6.0,8.0,3.0,0.0,0,0,0
2021,POST,SF,00-0031345,J.Garoppolo,00-0033288,G.Kittle,14,7,108.0,1,0.5264118386695182,0.037600845619251304,7,0.5,141.0,39.0,10.071428571428571,5.571428571428571,7.0,1,2,1
2021,POST,SF,00-0031345,J.Garoppolo,00-0034487,T.Sherfield,2,0,0.0,0,-6.682724716607487,-3.3413623583037433,0,0.0,10.0,0.0,5.0,0.0,0.0,0,0,0
2021,POST,SF,00-0031345,J.Garoppolo,00-0035719,D.Samuel,14,10,154.0,1,10.26494763085604,0.7332105450611458,7,0.5,32.0,154.0,2.2857142857142856,15.4,7.0,1,1,0
2021,POST,SF,00-0031345,J.Garoppolo,00-0035806,J.Hasty,3,1,6.0,0,-4.714192923856898,-1.5713976412856328,1,0.3333333333333333,-6.0,4.0,-2.0,4.0,0.0,0,0,0
2021,POST,SF,00-0031345,J.Garoppolo,00-0036259,J.Jennings,9,6,43.0,0,2.9285792573937197,0.32539769526596884,4,0.4444444444444444,59.0,15.0,6.555555555555555,2.5,4.0,0,0,0
2021,POST,SF,00-0031345,J.Garoppolo,00-0036261,B.Aiyuk,15,9,135.0,0,4.284527727984828,0.2856351818656552,8,0.5333333333333333,160.0,38.0,10.666666666666666,4.222222222222222,7.0,2,0,0
2021,POST,SF,00-0031345,J.Garoppolo,00-0036429,C.Woerner,1,0,0.0,0,-0.568416194058955,-0.568416194058955,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2021,POST,SF,00-0031345,J.Garoppolo,00-0036567,E.Mitchell,9,7,57.0,0,0.32992379233474467,0.03665819914830496,4,0.4444444444444444,3.0,57.0,0.3333333333333333,8.142857142857142,4.0,1,0,0
2021,POST,DAL,00-0033077,D.Prescott,00-0031544,A.Cooper,10,6,64.0,1,3.0809401377919063,0.30809401377919066,6,0.6,89.0,3.0,8.9,0.5,3.0,1,2,1
2021,POST,DAL,00-0033077,D.Prescott,00-0033045,E.Elliott,4,1,0.0,0,-3.534246953786349,-0.8835617384465873,0,0.0,-8.0,15.0,-2.0,15.0,0.0,0,0,0
2021,POST,DAL,00-0033077,D.Prescott,00-0033658,B.Jarwin,1,0,0.0,0,-0.310397770837881,-0.310397770837881,0,0.0,14.0,0.0,14.0,0.0,0.0,0,0,0
2021,POST,DAL,00-0033077,D.Prescott,00-0034383,D.Schultz,8,7,89.0,0,5.515070946479687,0.6893838683099609,5,0.625,58.0,31.0,7.25,4.428571428571429,4.0,1,0,0
2021,POST,DAL,00-0033077,D.Prescott,00-0034418,C.Wilson,10,5,62.0,0,-5.284864029323212,-0.5284864029323212,3,0.3,158.0,21.0,15.8,4.2,2.0,2,0,0
2021,POST,DAL,00-0033077,D.Prescott,00-0034867,M.Turner,1,1,6.0,0,0.0804369224933907,0.0804369224933907,1,1.0,3.0,3.0,3.0,3.0,0.0,0,0,0
2021,POST,DAL,00-0033077,D.Prescott,00-0035261,T.Pollard,2,2,12.0,0,-0.7345872043113271,-0.36729360215566353,1,0.5,-2.0,14.0,-1.0,7.0,1.0,0,0,0
