season,season_type,player_id,player_name,team,targets,receptions,receiving_yards,receiving_tds,epa_total,epa_per_target,success_plays,success_rate,total_air_yards,total_yac_yards,avg_air_yards,avg_yac_per_reception,first_downs,explosive_plays,red_zone_targets,red_zone_tds
2021,REG,00-0034115,J.Wilson,SF,8,7,31.0,0,-1.1884272018214679,-0.14855340022768349,3,0.375,-10.0,43.0,-1.25,6.142857142857143,1.0,0,3,0
2021,REG,00-0034132,C.Blake,ATL,9,4,25.0,0,-4.044391768111383,-0.44937686312348696,3,0.3333333333333333,58.0,2.0,6.444444444444445,0.5,2.0,0,1,0
2021,REG,00-0034159,W.Dissly,SEA,26,21,231.0,1,11.774168830830607,0.45285264733963876,16,0.6153846153846154,112.0,143.0,4.3076923076923075,6.809523809523809,11.0,5,3,1
2021,REG,00-0034171,J.Cabinda,DET,7,4,16.0,1,-2.336233607260508,-0.33374765818007257,2,0.2857142857142857,6.0,8.0,0.8571428571428571,2.0,2.0,0,1,1
2021,REG,00-0034193,K.Rader,PIT,3,2,8.0,0,-1.0382755508762789,-0.34609185029209294,1,0.3333333333333333,8.0,4.0,2.6666666666666665,2.0,0.0,0,0,0
2021,REG,00-0034208,M.Boone,DEN,2,2,22.0,0,2.114376706653275,1.0571883533266375,1,0.5,-2.0,24.0,-1.0,12.0,1.0,0,0,0
2021,REG,00-0034253,D.Hilliard,TEN,26,19,87.0,0,-6.925889888999539,-0.2663803803461361,10,0.38461538461538464,-23.0,108.0,-0.8846153846153846,5.684210526315789,7.0,1,5,0
2021,REG,00-0034270,T.Conklin,MIN,87,61,593.0,3,11.340533091528904,0.13035095507504488,41,0.47126436781609193,464.0,326.0,5.333333333333333,5.344262295081967,26.0,4,16,3
2021,REG,00-0034272,M.Valdes-Scantling,GB,56,26,430.0,3,9.810256269082636,0.17518314766218993,20,0.35714285714285715,985.0,146.0,17.589285714285715,5.615384615384615,18.0,8,9,2
2021,REG,00-0034279,E.St. Brown,GB,17,9,98.0,0,4.69402852476923,0.27611932498642533,8,0.47058823529411764,175.0,58.0,10.294117647058824,6.444444444444445,6.0,1,4,0
2021,REG,00-0034297,B.Pringle,KC,60,42,568.0,5,36.73909083536927,0.6123181805894878,37,0.6166666666666667,641.0,187.0,10.683333333333334,4.4523809523809526,32.0,11,6,3
2021,REG,00-0034301,Da.Williams,KC,57,47,452.0,2,20.606446955473213,0.36151661325391604,37,0.6491228070175439,82.0,435.0,1.4385964912280702,9.25531914893617,19.0,4,10,0
2021,REG,00-0034311,J.Stanton,CLE,2,2,7.0,1,-0.01353343328810297,-0.006766716644051485,1,0.5,3.0,4.0,1.5,2.0,1.0,0,1,1
2021,REG,00-0034317,K.Kirkwood,CAR,7,3,17.0,0,-0.8913638396188632,-0.12733769137412332,3,0.42857142857142855,55.0,16.0,7.857142857142857,5.333333333333333,1.0,0,1,0
2021,REG,00-0034319,D.Yelder,TB,1,1,0.0,0,-0.605865706864279,-0.605865706864279,0,0.0,-2.0,2.0,-2.0,2.0,0.0,0,0,0
2021,REG,00-0034331,J.Samuels,HOU,4,3,14.0,0,-0.24166087491903432,-0.06041521872975858,1,0.25,-4.0,17.0,-1.0,5.666666666666667,1.0,0,0,0
2021,REG,00-0034348,C.Sutton,DEN,100,58,776.0,2,20.20711837010124,0.2020711837010124,49,0.49,1509.0,135.0,15.09,2.3275862068965516,35.0,9,14,1
2021,REG,00-0034351,D.Goedert,PHI,77,56,830.0,4,53.383431919151,0.6932913236253376,50,0.6493506493506493,643.0,386.0,8.35064935064935,6.892857142857143,42.0,14,8,2
2021,REG,00-0034353,A.Miller,HOU,11,5,23.0,1,-10.182244869240098,-0.9256586244763725,3,0.2727272727272727,74.0,10.0,6.7272727272727275,2.0,3.0,0,1,1
2021,REG,00-0034353,A.Miller,PIT,1,1,2.0,0,-1.20094444439746,-1.20094444439746,0,0.0,2.0,0.0,2.0,0.0,0.0,0,0,0
2021,REG,00-0034364,J.Akins,HOU,33,24,214.0,0,-8.525723242740607,-0.2583552497800184,17,0.5151515151515151,207.0,81.0,6.2727272727272725,3.375,11.0,1,5,0
2021,REG,00-0034365,I.Thomas,CAR,30,18,188.0,0,-15.779598595749084,-0.5259866198583028,11,0.36666666666666664,183.0,92.0,6.1,5.111111111111111,6.0,3,4,0
2021,REG,00-0034366,K.Coutee,IND,1,1,5.0,0,-0.168915360234678,-0.168915360234678,0,0.0,5.0,0.0,5.0,0.0,0.0,0,0,0
2021,REG,00-0034367,N.Hines,IND,57,40,300.0,1,4.338703770994254,0.07611761001744305,26,0.45614035087719296,113.0,276.0,1.9824561403508771,6.9,14.0,2,5,1
2021,REG,00-0034383,D.Schultz,DAL,106,78,808.0,8,46.34208383688972,0.437189470159337,67,0.6320754716981132,741.0,341.0,6.990566037735849,4.371794871794871,43.0,6,16,6
2021,REG,00-0034401,M.White,NYJ,1,0,0.0,0,1.053,1.053,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0
2021,REG,00-0034407,R.McCloud,PIT,66,39,277.0,0,-14.278892831584796,-0.21634686108461812,23,0.3484848484848485,421.0,116.0,6.378787878787879,2.9743589743589745,18.0,2,10,0
2021,REG,00-0034411,R.Gage,ATL,94,66,771.0,4,9.49708630586398,0.10103283304110618,54,0.574468085106383,882.0,249.0,9.382978723404255,3.772727272727273,37.0,8,14,3
2021,REG,00-0034414,B.Scott,PHI,16,13,83.0,0,-4.4276799896484516,-0.2767299993530282,4,0.25,-9.0,96.0,-0.5625,7.384615384615385,3.0,0,1,0
2021,REG,00-0034418,C.Wilson,DAL,62,45,602.0,6,35.83038276357555,0.5779093994125089,37,0.5967741935483871,595.0,260.0,9.596774193548388,5.777777777777778,27.0,8,11,3
2021,REG,00-0034419,B.Berrios,NYJ,65,46,409.0,2,7.827375496213811,0.12042116148021248,28,0.4307692307692308,332.0,242.0,5.107692307692307,5.260869565217392,21.0,4,8,2
2021,REG,00-0034433,N.Bawden,NYJ,1,1,20.0,0,1.75669377064332,1.75669377064332,1,1.0,9.0,11.0,9.0,11.0,1.0,1,0,0
2021,REG,00-0034435,K.Crossen,NYG,1,0,0.0,0,-2.85103766736574,-2.85103766736574,0,0.0,13.0,0.0,13.0,0.0,0.0,0,0,0
2021,REG,00-0034440,J.Jackson,LAC,25,22,178.0,0,5.932369897374882,0.2372947958949953,17,0.68,20.0,165.0,0.8,7.5,8.0,1,5,0
2021,REG,00-0034487,T.Sherfield,SF,20,9,87.0,1,-5.662714003073329,-0.28313570015366646,8,0.4,174.0,23.0,8.7,2.5555555555555554,7.0,0,4,1
2021,REG,00-0034521,A.Lazard,GB,60,40,513.0,8,36.58736934207986,0.6097894890346643,36,0.6,647.0,174.0,10.783333333333333,4.35,28.0,8,16,7
2021,REG,00-0034578,R.Bonnafon,CAR,2,2,12.0,0,0.751900982053485,0.3759504910267425,1,0.5,3.0,9.0,1.5,4.5,1.0,0,1,0
2021,REG,00-0034597,R.Nall,CHI,1,1,4.0,0,-1.88302549085347,-1.88302549085347,0,0.0,4.0,0.0,4.0,0.0,0.0,0,0,0
2021,REG,00-0034614,G.Igwebuike,DET,10,7,60.0,0,-2.082564797310625,-0.2082564797310625,4,0.4,15.0,64.0,1.5,9.142857142857142,4.0,0,0,0
2021,REG,00-0034631,V.Smith,NYJ,1,0,0.0,0,-0.442845940182451,-0.442845940182451,0,0.0,18.0,0.0,18.0,0.0,0.0,0,1,0
2021,REG,00-0034652,C.Batson,TEN,5,2,15.0,1,0.9303044960252027,0.18606089920504054,2,0.4,84.0,1.0,16.8,0.5,2.0,0,2,1
2021,REG,00-0034672,E.Wolf,NO,2,2,8.0,0,-0.390935016330331,-0.1954675081651655,0,0.0,2.0,6.0,1.0,3.0,0.0,0,0,0
2021,REG,00-0034676,J.Washington,PIT,44,24,285.0,2,-7.22128224318722,-0.16412005098152774,19,0.4318181818181818,514.0,79.0,11.681818181818182,3.2916666666666665,9.0,4,8,1
2021,REG,00-0034681,C.Edmonds,ARI,53,43,311.0,0,-4.272553728302634,-0.08061422128872893,21,0.39622641509433965,23.0,324.0,0.4339622641509434,7.534883720930233,11.0,2,7,0
2021,REG,00-0034686,A.Tate,CIN,4,3,39.0,1,0.003112844016857963,0.0007782110042144907,3,0.75,45.0,21.0,11.25,7.0,3.0,0,1,1
2021,REG,00-0034735,C.McElroy,TB,1,0,0.0,0,-0.740482040331699,-0.740482040331699,0,0.0,11.0,0.0,11.0,0.0,0.0,0,1,0
2021,REG,00-0034750,R.Penny,SEA,8,6,48.0,0,0.7297983083565454,0.09122478854456817,3,0.375,-16.0,62.0,-2.0,10.333333333333334,3.0,1,1,0
2021,REG,00-0034753,M.Andrews,BAL,158,107,1361.0,9,56.07177659429329,0.35488466198919805,95,0.6012658227848101,1574.0,450.0,9.962025316455696,4.205607476635514,75.0,20,27,9
2021,REG,00-0034764,M.Gallup,DAL,62,35,445.0,2,18.404136935042832,0.29684091830714243,30,0.4838709677419355,722.0,123.0,11.64516129032258,3.5142857142857142,23.0,6,8,1
2021,REG,00-0034765,T.Smith,NO,51,32,377.0,3,12.518628092726882,0.24546329593582122,25,0.49019607843137253,480.0,113.0,9.411764705882353,3.53125,18.0,6,10,3
2021,REG,00-0034766,C.Herndon,MIN,7,4,40.0,1,1.902333986421581,0.27176199806022583,4,0.5714285714285714,29.0,31.0,4.142857142857143,7.75,4.0,0,1,1
2021,REG,00-0034775,C.Kirk,ARI,103,77,982.0,5,51.09938797153089,0.49611056283039695,60,0.5825242718446602,1201.0,231.0,11.660194174757281,3.0,44.0,16,10,2
2021,REG,00-0034777,D.Chark,JAX,23,7,154.0,2,-0.6727991132660649,-0.029252135359394128,7,0.30434782608695654,359.0,24.0,15.608695652173912,3.4285714285714284,7.0,3,2,1
2021,REG,00-0034791,N.Chubb,CLE,25,20,174.0,1,8.125115893781187,0.3250046357512475,12,0.48,14.0,183.0,0.56,9.15,9.0,2,1,1
2021,REG,00-0034798,D.Smythe,MIA,41,34,357.0,0,14.96828376883059,0.3650800919226973,24,0.5853658536585366,260.0,160.0,6.341463414634147,4.705882352941177,15.0,5,7,0
2021,REG,00-0034799,K.Ballage,PIT,7,2,8.0,0,-7.04676297592232,-1.00668042513176,1,0.14285714285714285,2.0,10.0,0.2857142857142857,5.0,0.0,0,1,0
2021,REG,00-0034816,R.Jones,TB,13,10,64.0,0,0.27778822398977976,0.021368324922290752,7,0.5384615384615384,-15.0,77.0,-1.1538461538461537,7.7,2.0,0,1,0
2021,REG,00-0034827,Dj.Moore,CAR,164,93,1157.0,4,9.491507973460962,0.0578750486186644,78,0.47560975609756095,1734.0,422.0,10.573170731707316,4.537634408602151,60.0,16,15,4
2021,REG,00-0034829,M.Gesicki,MIA,113,73,780.0,2,18.955017548518086,0.16774351812847862,57,0.504424778761062,1048.0,221.0,9.274336283185841,3.0273972602739727,39.0,12,12,2
2021,REG,00-0034830,H.Hurst,ATL,31,26,221.0,3,2.64730920143161,0.0853970710139229,16,0.5161290322580645,205.0,89.0,6.612903225806452,3.423076923076923,11.0,1,7,3
2021,REG,00-0034837,C.Ridley,ATL,52,31,281.0,2,7.901234673704037,0.15194682064815457,24,0.46153846153846156,521.0,91.0,10.01923076923077,2.935483870967742,16.0,3,11,2
2021,REG,00-0034838,R.Freeman,CAR,6,3,15.0,0,-2.4768580070346804,-0.4128096678391134,2,0.3333333333333333,-8.0,11.0,-1.3333333333333333,3.6666666666666665,0.0,0,0,0
2021,REG,00-0034838,R.Freeman,HOU,10,7,62.0,0,0.7226707086083479,0.0722670708608348,5,0.5,2.0,64.0,0.2,9.142857142857142,4.0,0,0,0
2021,REG,00-0034844,S.Barkley,NYG,57,41,263.0,2,-3.7365712338359915,-0.06555388129536827,19,0.3333333333333333,30.0,298.0,0.5263157894736842,7.2682926829268295,13.0,1,3,1
2021,REG,00-0034845,S.Michel,LA,33,21,128.0,1,-8.643807557342065,-0.2619335623436989,11,0.3333333333333333,-14.0,133.0,-0.42424242424242425,6.333333333333333,6.0,1,2,1
2021,REG,00-0034854,K.Hodge,DET,28,13,157.0,0,-6.314105391012269,-0.2255037639647239,10,0.35714285714285715,304.0,37.0,10.857142857142858,2.8461538461538463,7.0,2,6,0
2021,REG,00-0034857,J.Allen,BUF,1,0,0.0,0,1.053,1.053,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0
2021,REG,00-0034860,D.Pettis,NYG,16,10,87.0,1,-1.9642320835057578,-0.12276450521910987,6,0.375,103.0,38.0,6.4375,3.8,5.0,1,2,1
2021,REG,00-0034867,M.Turner,DAL,16,12,149.0,3,6.502443870471339,0.4064027419044587,9,0.5625,149.0,74.0,9.3125,6.166666666666667,8.0,1,6,3
2021,REG,00-0034903,T.Campbell,LAC,1,0,0.0,0,-2.76716072531417,-2.76716072531417,0,0.0,10.0,0.0,10.0,0.0,0.0,0,0,0
2021,REG,00-0034930,T.Benson,DET,22,10,95.0,0,-9.61333417706192,-0.4369697353209964,7,0.3181818181818182,175.0,51.0,7.954545454545454,5.1,4.0,2,1,0
2021,REG,00-0034960,J.Meyers,NE,128,83,866.0,2,19.095091447288702,0.14918040193194299,69,0.5390625,1221.0,222.0,9.5390625,2.674698795180723,42.0,12,16,2
2021,REG,00-0034972,A.Mattison,MIN,39,32,228.0,1,-2.7079422143603056,-0.06943441575282835,16,0.41025641025641024,3.0,238.0,0.07692307692307693,7.4375,10.0,3,8,1
2021,REG,00-0034981,F.Moreau,LV,44,30,373.0,3,-0.8733873719285484,-0.0198497129983761,22,0.5,325.0,189.0,7.386363636363637,6.3,16.0,6,6,3
2021,REG,00-0034983,H.Renfrow,LV,129,103,1038.0,9,50.45304696860905,0.3911088912295275,73,0.5658914728682171,828.0,452.0,6.4186046511627906,4.388349514563107,51.0,10,26,9
2021,REG,00-0034988,K.Smith,NYG,3,3,33.0,0,1.6992588230641568,0.5664196076880522,2,0.6666666666666666,22.0,11.0,7.333333333333333,3.6666666666666665,1.0,1,0,0
2021,REG,00-0035021,A.Dulin,IND,22,13,173.0,2,5.971647818689233,0.2714385372131469,10,0.45454545454545453,304.0,50.0,13.818181818181818,3.8461538461538463,9.0,2,2,1
2021,REG,00-0035022,P.Hart,SEA,12,7,59.0,0,-3.161313975462685,-0.2634428312885571,6,0.5,108.0,41.0,9.0,5.857142857142857,3.0,0,1,0
2021,REG,00-0035045,D.Montgomery,NYJ,6,3,36.0,0,-2.6614067054594974,-0.44356778424324955,2,0.3333333333333333,39.0,15.0,6.5,5.0,2.0,0,1,0
2021,REG,00-0035099,K.Blasingame,TEN,2,2,4.0,0,-0.8968115472234791,-0.44840577361173956,1,0.5,0.0,4.0,0.0,2.0,0.0,0,0,0
2021,REG,00-0035101,D.Davis,HOU,3,1,17.0,0,-4.3205127341207135,-1.4401709113735712,1,0.3333333333333333,14.0,13.0,4.666666666666667,13.0,1.0,0,0,0
2021,REG,00-0035125,A.Ingold,LV,12,10,85.0,1,3.788193756446218,0.3156828130371848,7,0.5833333333333334,56.0,46.0,4.666666666666667,4.6,4.0,1,3,1
2021,REG,00-0035126,A.Wesley,ARI,32,19,208.0,3,-3.4248185180320756,-0.10702557868850236,14,0.4375,317.0,61.0,9.90625,3.210526315789474,9.0,4,6,2
2021,REG,00-0035140,M.Hardman,KC,83,59,693.0,2,17.994540543586474,0.2168016932962226,45,0.5421686746987951,612.0,502.0,7.373493975903615,8.508474576271187,33.0,8,17,2
2021,REG,00-0035184,D.Ozigbo,NO,1,1,7.0,0,0.787435521837324,0.787435521837324,1,1.0,4.0,3.0,4.0,3.0,1.0,0,0,0
2021,REG,00-0035187,A.Walter,NYJ,3,2,9.0,0,-0.828732173424214,-0.2762440578080713,1,0.3333333333333333,-9.0,13.0,-3.0,6.5,1.0,0,0,0
2021,REG,00-0035208,O.Zaccheaus,ATL,54,31,406.0,3,11.59271291705966,0.21467986883443815,27,0.5,477.0,96.0,8.833333333333334,3.096774193548387,22.0,4,9,3
2021,REG,00-0035215,D.Harris,NO,59,36,570.0,3,9.929468594910404,0.16829607787983736,30,0.5084745762711864,585.0,246.0,9.915254237288135,6.833333333333333,23.0,5,5,0
2021,REG,00-0035216,D.Johnson,PIT,173,107,1161.0,8,22.046528781486156,0.1274365825519431,72,0.4161849710982659,1440.0,527.0,8.323699421965317,4.925233644859813,59.0,14,26,5
2021,REG,00-0035217,B.Snell,PIT,4,2,13.0,0,-2.2306716679013343,-0.5576679169753336,1,0.25,-4.0,20.0,-1.0,10.0,0.0,0,0,0
2021,REG,00-0035222,Z.Gentry,PIT,25,19,167.0,0,-2.380375497394983,-0.09521501989579932,11,0.44,75.0,127.0,3.0,6.684210526315789,11.0,2,5,0
2021,REG,00-0035229,T.Hockenson,DET,86,61,583.0,4,5.4678523407603405,0.06357967838093419,43,0.5,616.0,199.0,7.162790697674419,3.262295081967213,32.0,8,12,4
2021,REG,00-0035231,C.Wilkins,MIA,1,1,1.0,1,0.53282988598221,0.53282988598221,1,1.0,1.0,0.0,1.0,0.0,1.0,0,1,1
2021,REG,00-0035243,M.Sanders,PHI,34,26,158.0,0,-6.752762110539464,-0.19861065030998426,13,0.38235294117647056,-18.0,227.0,-0.5294117647058824,8.73076923076923,6.0,1,3,0
2021,REG,00-0035246,J.Arcega-Whiteside,PHI,5,2,36.0,0,-3.3505652281455744,-0.6701130456291149,2,0.4,41.0,29.0,8.2,14.5,2.0,1,0,0
2021,REG,00-0035249,J.Oliver,BAL,15,9,66.0,0,-3.3290606169030124,-0.22193737446020081,6,0.4,126.0,25.0,8.4,2.7777777777777777,4.0,0,2,0
2021,REG,00-0035250,D.Singletary,BUF,50,40,228.0,1,-2.3093669366734977,-0.04618733873346995,24,0.48,4.0,242.0,0.08,6.05,11.0,0,6,1
2021,REG,00-0035259,T.Wesco,NYJ,5,3,35.0,0,-1.3490544312517232,-0.26981088625034466,3,0.6,3.0,29.0,0.6,9.666666666666666,2.0,0,0,0
2021,REG,00-0035261,T.Pollard,DAL,47,39,337.0,0,6.886317495831501,0.14651739352832982,26,0.5531914893617021,8.0,341.0,0.1702127659574468,8.743589743589743,15.0,2,8,0
2021,REG,00-0035268,R.Armstead,JAX,4,3,16.0,0,-5.9000719026080315,-1.4750179756520079,2,0.5,0.0,20.0,0.0,6.666666666666667,1.0,0,0,0
2021,REG,00-0035273,Q.Ollison,ATL,6,4,12.0,0,-4.134114332846364,-0.689019055474394,2,0.3333333333333333,0.0,7.0,0.0,1.75,1.0,0,2,0
2021,REG,00-0035291,T.Williams,CIN,2,1,4.0,0,-0.690285214750836,-0.345142607375418,0,0.0,-7.0,11.0,-3.5,11.0,0.0,0,0,0
2021,REG,00-0035298,S.Miller,TB,9,5,38.0,0,-5.675998245874003,-0.6306664717637781,4,0.4444444444444444,117.0,9.0,13.0,1.8,2.0,0,0,0
2021,REG,00-0035308,T.Sweeney,BUF,12,9,44.0,1,-3.790205474360843,-0.3158504561967369,4,0.3333333333333333,69.0,14.0,5.75,1.5555555555555556,3.0,0,1,1
2021,REG,00-0035311,M.Gaskin,MIA,63,49,234.0,4,-6.788066962198532,-0.10774709463807194,23,0.36507936507936506,32.0,250.0,0.5079365079365079,5.1020408163265305,13.0,2,9,3
2021,REG,00-0035328,M.Nelson,DET,1,0,0.0,0,-0.592342924210243,-0.592342924210243,0,0.0,6.0,0.0,6.0,0.0,0.0,0,1,0
2021,REG,00-0035329,D.Parham,LAC,28,20,190.0,3,7.145056688910805,0.25518059603252874,15,0.5357142857142857,121.0,138.0,4.321428571428571,6.9,13.0,1,7,2
2021,REG,00-0035341,T.Irwin,CIN,5,2,34.0,0,-1.706758976506534,-0.3413517953013068,1,0.2,86.0,5.0,17.2,2.5,1.0,1,1,0
2021,REG,00-0035342,P.Laird,MIA,3,3,17.0,0,2.3697280166088572,0.7899093388696191,3,1.0,-3.0,20.0,-1.0,6.666666666666667,2.0,0,1,0
2021,REG,00-0035345,C.Myarick,NYG,6,3,17.0,1,-4.3384086560690776,-0.7230681093448462,2,0.3333333333333333,13.0,8.0,2.1666666666666665,2.6666666666666665,2.0,0,1,1
2021,REG,00-0035350,P.Williams,MIA,16,6,71.0,0,-5.4438164712080255,-0.3402385294505016,5,0.3125,137.0,38.0,8.5625,6.333333333333333,3.0,2,4,0
2021,REG,00-0035356,T.Jackson,PHI,7,3,22.0,1,0.2695195387932454,0.038502791256177914,3,0.42857142857142855,69.0,7.0,9.857142857142858,2.3333333333333335,2.0,0,1,1
2021,REG,00-0035359,D.Sills,NYG,6,2,17.0,0,-2.954351140389917,-0.4923918567316528,2,0.3333333333333333,58.0,2.0,9.666666666666666,1.0,1.0,0,1,0
2021,REG,00-0035399,S.Morgan,CIN,4,2,11.0,0,-1.183768589282408,-0.295942147320602,1,0.25,32.0,20.0,8.0,10.0,0.0,0,0,0
2021,REG,00-0035406,L.Humphrey,NO,19,13,249.0,2,4.8560667456623685,0.2555824602980194,12,0.631578947368421,192.0,101.0,10.105263157894736,7.769230769230769,9.0,6,2,1
2021,REG,00-0035414,J.Guyton,LAC,48,31,448.0,3,26.991135289979884,0.5623153185412476,27,0.5625,503.0,149.0,10.479166666666666,4.806451612903226,21.0,5,7,1
2021,REG,00-0035428,D.Helm,LV,2,1,-1.0,0,-2.301643194134622,-1.150821597067311,0,0.0,1.0,2.0,0.5,2.0,0.0,0,1,0
2021,REG,00-0035432,J.Moore,LAC,4,3,56.0,0,2.601492775778749,0.6503731939446873,3,0.75,60.0,26.0,15.0,8.666666666666666,3.0,1,0,0
2021,REG,00-0035457,T.Johnson,JAX,5,2,16.0,0,-3.6356850985321243,-0.7271370197064249,2,0.4,102.0,9.0,20.4,4.5,1.0,0,0,0
2021,REG,00-0035480,M.Taylor,GB,3,2,14.0,0,-0.4294887233118079,-0.14316290777060262,2,0.6666666666666666,30.0,8.0,10.0,4.0,1.0,0,2,0
2021,REG,00-0035500,G.Dortch,ARI,3,3,15.0,0,-0.33879136684117805,-0.11293045561372601,1,0.3333333333333333,-16.0,31.0,-5.333333333333333,10.333333333333334,0.0,0,1,0
2021,REG,00-0035510,J.Smith,NYJ,17,8,113.0,0,5.4771497747711635,0.322185280868892,8,0.47058823529411764,192.0,15.0,11.294117647058824,1.875,6.0,1,0,0
2021,REG,00-0035527,A.Isabella,ARI,1,1,13.0,0,0.810408839141019,0.810408839141019,1,1.0,6.0,7.0,6.0,7.0,1.0,0,0,0
2021,REG,00-0035535,D.Slayton,NYG,58,26,339.0,2,-14.252361351251938,-0.2457303681250334,19,0.3275862068965517,773.0,65.0,13.327586206896552,2.5,14.0,4,2,0
2021,REG,00-0035537,T.Johnson,NYJ,54,34,372.0,2,7.462536560109611,0.13819512148351132,24,0.4444444444444444,119.0,334.0,2.2037037037037037,9.823529411764707,20.0,3,4,1
2021,REG,00-0035537,Ty.Johnson,NYJ,1,0,0.0,0,-1.18806307343766,-1.18806307343766,0,0.0,12.0,0.0,12.0,0.0,0.0,0,0,0
2021,REG,00-0035544,T.Kennedy,DET,10,6,54.0,0,-4.635748887492816,-0.46357488874928154,4,0.4,77.0,17.0,7.7,2.8333333333333335,2.0,0,1,0
2021,REG,00-0035547,J.Fortson,KC,5,5,47.0,2,5.351718912075741,1.0703437824151483,4,0.8,38.0,9.0,7.6,1.8,3.0,1,2,2
2021,REG,00-0035562,J.Horsted,CHI,3,2,21.0,2,5.220881963959829,1.7402939879866095,2,0.6666666666666666,31.0,0.0,10.333333333333334,0.0,2.0,0,3,2
2021,REG,00-0035567,C.Reynolds,DET,8,7,52.0,0,1.5050097236526219,0.18812621545657773,3,0.375,5.0,55.0,0.625,7.857142857142857,3.0,0,0,0
2021,REG,00-0035572,P.Hesse,ATL,6,5,43.0,0,1.892527188232636,0.31542119803877267,5,0.8333333333333334,22.0,21.0,3.6666666666666665,4.2,3.0,0,0,0
2021,REG,00-0035588,G.Bradbury,MIN,1,1,21.0,0,1.50445499410853,1.50445499410853,1,1.0,-3.0,24.0,-3.0,24.0,1.0,1,0,0
2021,REG,00-0035593,J.Winfree,GB,13,8,58.0,0,-1.6387730676215164,-0.12605946674011664,6,0.46153846153846156,75.0,31.0,5.769230769230769,3.875,5.0,0,3,0
2021,REG,00-0035594,T.Homer,SEA,20,16,161.0,0,-4.347545719676418,-0.21737728598382092,9,0.45,48.0,128.0,2.4,8.0,8.0,3,3,0
2021,REG,00-0035603,K.Blanton,LA,7,4,37.0,0,-2.169443631020835,-0.3099205187172621,3,0.42857142857142855,43.0,13.0,6.142857142857143,3.25,2.0,1,2,0
2021,REG,00-0035624,N.Harry,NE,22,12,184.0,0,7.723724297859013,0.3510783771754097,11,0.5,327.0,25.0,14.863636363636363,2.0833333333333335,7.0,3,1,0
2021,REG,00-0035628,D.Johnson,CLE,25,19,137.0,0,0.7006596530263833,0.028026386121055333,9,0.36,6.0,138.0,0.24,7.2631578947368425,7.0,0,1,0
2021,REG,00-0035631,D.Sample,CIN,15,11,81.0,0,0.3219783537206269,0.021465223581375127,7,0.4666666666666667,35.0,82.0,2.3333333333333335,7.454545454545454,3.0,0,0,0
2021,REG,00-0035632,A.Hooker,TEN,1,1,6.0,0,3.06227189977653,3.06227189977653,1,1.0,4.0,2.0,4.0,2.0,1.0,0,0,0
2021,REG,00-0035639,P.Campbell,IND,20,10,162.0,1,2.3772227646550195,0.11886113823275098,8,0.4,334.0,17.0,16.7,1.7,7.0,3,1,0
2021,REG,00-0035640,D.Metcalf,SEA,129,75,967.0,12,28.664408621174548,0.22220471799360114,62,0.4806201550387597,1636.0,328.0,12.682170542635658,4.373333333333333,48.0,11,20,9
2021,REG,00-0035644,N.Fant,DEN,91,68,670.0,4,15.235971487362123,0.16742825810288048,46,0.5054945054945055,540.0,319.0,5.934065934065934,4.6911764705882355,29.0,7,17,4
2021,REG,00-0035645,G.Olszewski,NE,3,2,31.0,0,1.6776933936052898,0.5592311312017633,2,0.6666666666666666,29.0,14.0,9.666666666666666,7.0,2.0,1,0,0
2021,REG,00-0035657,D.Harris,NE,21,18,132.0,0,4.253627703757958,0.2025537001789504,12,0.5714285714285714,-7.0,134.0,-0.3333333333333333,7.444444444444445,4.0,1,2,0
2021,REG,00-0035659,T.McLaurin,WAS,130,77,1053.0,5,12.175814403860052,0.09366011079892347,65,0.5,1707.0,307.0,13.13076923076923,3.987012987012987,47.0,15,9,3
2021,REG,00-0035662,M.Brown,BAL,147,91,1008.0,6,11.889530107876283,0.08088115719643729,66,0.4489795918367347,1622.0,388.0,11.034013605442176,4.263736263736264,41.0,15,18,2
2021,REG,00-0035664,D.Henderson,LA,40,29,176.0,3,-7.756834660989242,-0.19392086652473103,11,0.275,37.0,180.0,0.925,6.206896551724138,8.0,2,9,2
2021,REG,00-0035676,A.Brown,TEN,105,63,869.0,5,33.827210485994684,0.32216390939042555,58,0.5523809523809524,1218.0,235.0,11.6,3.7301587301587302,45.0,10,11,3
2021,REG,00-0035685,D.Montgomery,CHI,51,42,301.0,0,5.274761422659274,0.10342669456194654,26,0.5098039215686274,45.0,273.0,0.8823529411764706,6.5,18.0,0,8,0
2021,REG,00-0035689,D.Knox,BUF,71,49,587.0,9,33.190938616780564,0.4674780086870502,41,0.5774647887323944,524.0,277.0,7.380281690140845,5.653061224489796,31.0,8,19,6
2021,REG,00-0035700,J.Jacobs,LV,64,54,348.0,0,-5.931718474118649,-0.0926831011581039,32,0.5,-27.0,395.0,-0.421875,7.314814814814815,14.0,2,6,0
2021,REG,00-0035703,M.Boykin,BAL,1,1,6.0,0,0.0853082651738077,0.0853082651738077,1,1.0,6.0,0.0,6.0,0.0,0.0,0,0,0
2021,REG,00-0035704,D.Lock,DEN,1,1,1.0,0,-3.13066442887066,-3.13066442887066,0,0.0,-5.0,6.0,-5.0,6.0,0.0,0,1,0
