season,season_type,player_id,player_name,team,position,games,dropbacks,attempts,completions,passing_yards,passing_tds,interceptions,epa_per_play,success_rate,epa_total,success_plays,total_air_yards,total_yac_yards,avg_air_yards,avg_yac_per_completion,air_epa_total,yac_epa_total,air_epa_per_play,yac_epa_per_play,first_down_passes,explosive_passes,third_down_attempts,third_down_conversions,third_down_conversion_rate,red_zone_targets,red_zone_pass_tds
2020,REG,00-0027891,G.Tate,NYG,QB,,1,1,1,18.0,0,0,2.64876522775739,1.0,2.64876522775739,1,-5.0,23.0,-5.0,23.0,-1.53864581510425,4.18741104286164,-1.53864581510425,4.18741104286164,1.0,0,1,1,1.0,0,0
2020,REG,00-0027891,G.Tate III,NYG,QB,,1,1,0,0.0,0,0,-0.7833670116961,0.0,-0.7833670116961,0,-4.0,0.0,-4.0,0.0,-1.29291287343949,0.509545861743391,-1.29291287343949,0.509545861743391,0.0,0,0,0,0.0,0,0
2020,REG,00-0027939,C.Newton,NE,QB,,400,400,242,2464.0,8,10,-0.05527090376401086,0.46,-22.108361505604343,184,2496.0,1258.0,6.24,5.198347107438017,91.0922008926419,-65.21114270613474,0.22773050223160474,-0.16302785676533685,133.0,31,95,29,0.30526315789473685,39,5
2020,REG,00-0027948,B.Gabbert,TB,QB,,17,17,9,136.0,2,0,-0.034736798383619864,0.29411764705882354,-0.5905255725215377,5,108.0,80.0,6.352941176470588,8.88888888888889,3.41989382356405,-2.345305245819444,0.20117022491553235,-0.13795913210702612,5.0,4,6,2,0.3333333333333333,0,0
2020,REG,00-0027973,A.Dalton,DAL,QB,,357,357,216,1986.0,14,8,-0.04259713221427847,0.46218487394957986,-15.207176200497415,165,2289.0,1043.0,6.411764705882353,4.828703703703703,139.0809510242834,-115.63428221027094,0.38958249586634003,-0.3239055524097225,116.0,20,87,30,0.3448275862068966,59,11
2020,REG,00-0028002,R.Cobb,HOU,QB,,1,1,0,0.0,0,0,-0.517371096415445,0.0,-0.517371096415445,0,7.0,0.0,7.0,0.0,1.63745326583739,-2.15482436225284,1.63745326583739,-2.15482436225284,0.0,0,0,0,0.0,1,0
2020,REG,00-0028118,T.Taylor,LAC,QB,,32,32,16,207.0,0,0,-0.005976033087426794,0.40625,-0.1912330587976574,13,335.0,80.0,10.46875,5.0,33.07408340013354,-31.761926423804834,1.033565106254173,-0.992560200743901,10.0,3,12,4,0.3333333333333333,4,0
2020,REG,00-0028664,C.Jones,DAL,QB,,1,1,0,0.0,0,0,-3.32160479493905,0.0,-3.32160479493905,0,9.0,0.0,9.0,0.0,3.11555693019182,-6.43716172513086,3.11555693019182,-6.43716172513086,0.0,0,0,0,0.0,0,0
2020,REG,00-0028986,C.Keenum,CLE,QB,,10,10,5,46.0,0,0,-0.4156520829652447,0.4,-4.156520829652447,4,27.0,28.0,2.7,5.6,-0.2543254187330558,-3.9021954109193793,-0.02543254187330558,-0.3902195410919379,2.0,1,2,0,0.0,0,0
2020,REG,00-0029000,C.Beasley,BUF,QB,,1,1,1,20.0,1,0,2.91377102164552,1.0,2.91377102164552,1,20.0,0.0,20.0,0.0,2.91377102164552,0.0,2.91377102164552,0.0,1.0,1,0,0,0.0,1,1
2020,REG,00-0029263,R.Wilson,SEA,QB,,607,607,384,3913.0,40,13,0.1169011544373997,0.4942339373970346,70.95900074350162,300,4809.0,1827.0,7.922570016474465,4.7578125,329.4992297754886,-179.8571153851083,0.5428323390040998,-0.2963049676855162,213.0,45,139,55,0.39568345323741005,89,29
2020,REG,00-0029567,N.Foles,CHI,QB,,331,331,202,1707.0,10,8,-0.13732334427402115,0.3987915407854985,-45.454026954701,132,2502.0,704.0,7.5589123867069485,3.485148514851485,150.21541309031096,-161.69109988958164,0.4538230002728428,-0.48849274891112276,93.0,24,88,22,0.25,43,7
2020,REG,00-0029604,K.Cousins,MIN,QB,,562,562,349,4019.0,35,13,0.15031251874429816,0.5124555160142349,84.47563553429556,288,4103.0,1936.0,7.300711743772242,5.54727793696275,237.7365220727102,-81.86051845513947,0.4230187225493064,-0.1456592855073656,212.0,58,133,48,0.3609022556390977,80,27
2020,REG,00-0029665,R.Griffin,BAL,QB,,17,17,8,22.0,0,2,-1.1958596349098065,0.17647058823529413,-20.32961379346671,3,123.0,34.0,7.235294117647059,4.25,3.917479240393738,-20.04081843013411,0.2304399553172787,-1.17887167236083,1.0,0,6,1,0.16666666666666666,1,0
2020,REG,00-0029701,R.Tannehill,TEN,QB,,507,507,315,3648.0,33,7,0.23623041969594585,0.5187376725838264,119.76882278584455,263,4024.0,1529.0,7.936883629191321,4.853968253968254,297.76436451722924,-132.93887962141352,0.5873064388899985,-0.26220686315860653,202.0,44,138,58,0.42028985507246375,77,26
2020,REG,00-0030151,T.Bray,CHI,QB,,5,5,1,18.0,0,0,-0.22512221068609511,0.2,-1.1256110534304755,1,43.0,13.0,8.6,13.0,1.04072741192067,-2.101820098061582,0.208145482384134,-0.4203640196123164,1.0,0,1,0,0.0,0,0
2020,REG,00-0030279,K.Allen,LAC,QB,,1,1,0,0.0,0,0,-0.517419007606804,0.0,-0.517419007606804,0,15.0,0.0,15.0,0.0,0.982720227446407,-1.50013923505321,0.982720227446407,-1.50013923505321,0.0,0,0,0,0.0,0,0
2020,REG,00-0030506,T.Kelce,KC,QB,,2,2,1,4.0,0,0,0.226546565914759,0.5,0.453093131829518,1,-2.0,7.0,-1.0,7.0,-0.39727778651286094,0.8503709183423798,-0.19863889325643047,0.4251854591711899,1.0,0,0,0,0.0,2,0
2020,REG,00-0030520,M.Glennon,JAX,QB,,191,191,111,1021.0,7,5,-0.12130840178880413,0.44502617801047123,-23.16990474166159,85,1424.0,405.0,7.455497382198953,3.6486486486486487,72.81156283983724,-77.4838866043103,0.3812123708892002,-0.4056747989754466,57.0,13,55,18,0.32727272727272727,16,4
2020,REG,00-0030533,M.Barkley,BUF,QB,,22,22,11,190.0,1,1,0.006495473512172763,0.36363636363636365,0.14290041726780078,8,251.0,55.0,11.409090909090908,5.0,11.392139759555,-9.633254058018787,0.5178245345252273,-0.4378751844553994,9.0,3,6,3,0.5,2,0
2020,REG,00-0030565,G.Smith,SEA,QB,,6,6,4,30.0,0,0,0.10646564349493286,0.5,0.6387938609695971,3,25.0,14.0,4.166666666666667,3.5,-1.3031281887670059,2.92614242387936,-0.21718803146116764,0.4876904039798933,3.0,0,2,1,0.5,1,0
2020,REG,00-0031235,O.Beckham,CLE,QB,,1,1,1,18.0,0,0,0.58917069848394,1.0,0.58917069848394,1,17.0,1.0,17.0,1.0,0.499824577942491,0.0893461205414496,0.499824577942491,0.0893461205414496,1.0,0,0,0,0.0,0,0
2020,REG,00-0031237,T.Bridgewater,CAR,QB,,525,525,340,3530.0,15,11,0.056357975756452995,0.4723809523809524,29.58793727213782,248,3507.0,1881.0,6.68,5.5323529411764705,115.72434827092025,-35.31290704225094,0.22042733003984807,-0.06726268008047799,174.0,49,130,49,0.3769230769230769,59,9
2020,REG,00-0031260,L.Thomas,WAS,QB,,1,1,1,28.0,0,0,1.86337337992154,1.0,1.86337337992154,1,28.0,0.0,28.0,0.0,1.86337337992154,0.0,1.86337337992154,0.0,1.0,1,0,0,0.0,0,0
2020,REG,00-0031280,D.Carr,LV,QB,,544,544,348,3955.0,27,9,0.0768443896190846,0.48713235294117646,41.803347952782026,265,4184.0,1956.0,7.6911764705882355,5.620689655172414,242.66461053761643,-131.99959678717514,0.4460746517235596,-0.2426463176234837,193.0,54,145,62,0.42758620689655175,89,16
2020,REG,00-0031288,A.McCarron,HOU,QB,,2,2,1,8.0,0,0,-0.6245204780716451,0.5,-1.2490409561432902,1,18.0,2.0,9.0,2.0,3.65312399412505,0.0238463570130989,1.826561997062525,0.01192317850654945,1.0,1,0,0,0.0,1,0
2020,REG,00-0031325,S.Watkins,KC,QB,,1,1,0,0.0,0,1,-1.95865104382392,0.0,-1.95865104382392,0,24.0,0.0,24.0,0.0,3.1900701901759,-5.14872123399982,3.1900701901759,-5.14872123399982,0.0,0,0,0,0.0,0,0
2020,REG,00-0031345,J.Garoppolo,SF,QB,,151,151,94,1019.0,7,5,0.16473890066621927,0.48344370860927155,24.87557400059911,73,879.0,714.0,5.821192052980132,7.595744680851064,31.633561442338806,10.788971032586335,0.20949378438634972,0.07145013928865122,55.0,10,44,17,0.38636363636363635,22,5
2020,REG,00-0031382,J.Landry,CLE,QB,,4,4,4,74.0,1,0,1.7901059204596115,1.0,7.160423681838446,4,58.0,16.0,14.5,4.0,4.56865414313507,2.5917695387033737,1.1421635357837674,0.6479423846758434,4.0,1,1,1,1.0,0,0
2020,REG,00-0031395,G.Gilbert,DAL,QB,,40,40,21,220.0,1,1,-0.22540827573750083,0.425,-9.016331029500034,17,348.0,52.0,8.7,2.4761904761904763,26.052460789738692,-29.69295072367861,0.6513115197434673,-0.7423237680919652,10.0,4,11,4,0.36363636363636365,6,1
2020,REG,00-0031503,J.Winston,NO,QB,,13,13,7,64.0,0,0,0.06154316262029795,0.46153846153846156,0.8000611140638734,6,51.0,61.0,3.923076923076923,8.714285714285714,3.0887935591163007,0.45149097421801443,0.23759950454740775,0.03473007493984726,5.0,0,4,1,0.25,6,0
2020,REG,00-0031800,T.Heinicke,WAS,QB,,20,20,12,130.0,1,0,0.11873902986262685,0.45,2.374780597252537,9,255.0,49.0,12.75,4.083333333333333,21.872925447794838,-17.42731849622216,1.093646272389742,-0.871365924811108,6.0,2,2,0,0.0,3,0
2020,REG,00-0031941,J.Crowder,NYJ,QB,,1,1,1,43.0,1,0,3.84616744448431,1.0,3.84616744448431,1,27.0,16.0,27.0,16.0,1.82759635493858,2.01857108954573,1.82759635493858,2.01857108954573,1.0,1,0,0,0.0,0,0
2020,REG,00-0032009,A.Humphries,TEN,QB,,1,1,0,0.0,0,0,-0.474773292895407,0.0,-0.474773292895407,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
2020,REG,00-0032268,M.Mariota,LV,QB,,28,28,17,226.0,1,1,0.30094264680947985,0.5357142857142857,8.426394110665436,15,273.0,76.0,9.75,4.470588235294118,18.154455291398342,-9.772642301799488,0.6483734032642265,-0.3490229393499817,11.0,4,4,1,0.25,3,0
2020,REG,00-0032434,B.Allen,CIN,QB,,149,149,90,874.0,5,4,-0.0982157960107811,0.4697986577181208,-14.634153605606384,70,940.0,557.0,6.308724832214765,6.188888888888889,45.83545504690845,-46.86168619093254,0.3076205036705265,-0.31450796101297007,42.0,10,44,15,0.3409090909090909,19,4
2020,REG,00-0032436,J.Driskel,DEN,QB,,76,76,35,336.0,3,2,-0.1781550734939679,0.34210526315789475,-13.53978558554156,26,638.0,131.0,8.394736842105264,3.742857142857143,33.415170727443176,-30.997013754692464,0.43967329904530494,-0.4078554441406903,18.0,6,22,6,0.2727272727272727,10,3
2020,REG,00-0032543,A.Erickson,CIN,QB,,1,1,0,0.0,0,0,-0.489072750555351,0.0,-0.489072750555351,0,21.0,0.0,21.0,0.0,1.2760540060699,-1.76512675662525,1.2760540060699,-1.76512675662525,0.0,0,0,0,0.0,0,0
2020,REG,00-0032792,N.Sudfeld,PHI,QB,,14,14,5,16.0,0,1,-0.3374921779198177,0.14285714285714285,-4.724890490877448,2,118.0,18.0,8.428571428571429,3.6,5.602257062186257,-7.53267701933509,0.40016121872758975,-0.538048358523935,1.0,0,5,1,0.2,0,0
2020,REG,00-0032943,R.Dixon,NYG,QB,,1,1,0,0.0,0,0,-2.57392822386464,0.0,-2.57392822386464,0,8.0,0.0,8.0,0.0,4.02240486006485,-6.59633308392949,4.02240486006485,-6.59633308392949,0.0,0,0,0,0.0,1,0
2020,REG,00-0032950,C.Wentz,PHI,QB,,493,493,251,2304.0,16,15,-0.16770858796418203,0.385395537525355,-82.68033386634174,190,3871.0,996.0,7.851926977687627,3.9681274900398407,282.62609792809246,-285.5633028801176,0.5732780891036359,-0.5792359084789404,130.0,27,119,37,0.31092436974789917,63,12
2020,REG,00-0033009,T.Boyd,CIN,QB,,2,2,1,16.0,0,0,0.3679563910118305,0.5,0.735912782023661,1,2.0,22.0,1.0,22.0,-0.9793618984986071,1.71527468052227,-0.48968094924930355,0.857637340261135,1.0,0,0,0,0.0,1,0
2020,REG,00-0033077,D.Prescott,DAL,QB,,234,234,151,1792.0,9,4,0.11256099448249096,0.5384615384615384,26.339272708902886,126,1762.0,810.0,7.52991452991453,5.364238410596027,78.91183040285252,-22.882808419854626,0.3372300444566347,-0.09778977957202832,93.0,25,44,17,0.38636363636363635,24,4
2020,REG,00-0033106,J.Goff,LA,QB,,576,576,370,3793.0,20,13,0.025901204032765367,0.4826388888888889,14.919093522872851,278,3579.0,2148.0,6.213541666666667,5.805405405405406,169.10087013765008,-99.48978281378463,0.2935778995445314,-0.17272531738504276,194.0,47,156,72,0.46153846153846156,60,15
2020,REG,00-0033119,J.Brissett,IND,QB,,10,10,2,2.0,0,0,-0.843866098171565,0.1,-8.43866098171565,1,65.0,18.0,6.5,9.0,3.641983423265642,-6.486565807019365,0.3641983423265642,-0.6486565807019364,1.0,0,4,1,0.25,2,0
2020,REG,00-0033251,Z.Pascal,IND,QB,,1,1,0,0.0,0,0,-0.556113167200238,0.0,-0.556113167200238,0,13.0,0.0,13.0,0.0,0.905625198269263,-1.4617383654695,0.905625198269263,-1.4617383654695,0.0,0,0,0,0.0,0,0
2020,REG,00-0033275,P.Walker,CAR,QB,,60,60,32,337.0,1,5,-0.3741083137100402,0.36666666666666664,-22.446498822602415,22,583.0,138.0,9.716666666666667,4.3125,31.02696884571925,-49.13565682646701,0.5171161474286542,-0.8189276137744502,17.0,5,16,3,0.1875,9,1
2020,REG,00-0033319,N.Mullens,SF,QB,,347,347,211,2300.0,12,12,0.009003945282127994,0.47262247838616717,3.124369012898414,164,2053.0,1236.0,5.916426512968299,5.85781990521327,73.22077568469098,-21.7767828637571,0.21101088093570886,-0.06275729931918472,120.0,33,86,32,0.37209302325581395,48,11
2020,REG,00-0033357,T.Hill,NO,QB,,135,135,88,841.0,4,2,0.024458712128882065,0.45185185185185184,3.3019261373990787,61,843.0,372.0,6.2444444444444445,4.2272727272727275,37.42795330870162,-4.711808954362772,0.27724409858297494,-0.03490228855083535,45.0,13,40,17,0.425,18,3
2020,REG,00-0033466,I.McKenzie,BUF,QB,,1,1,1,12.0,1,0,2.29472383309621,1.0,2.29472383309621,1,-5.0,17.0,-5.0,17.0,-1.39973511360586,3.69445894670207,-1.39973511360586,3.69445894670207,1.0,0,0,0,0.0,1,1
2020,REG,00-0033537,D.Watson,HOU,QB,,597,597,382,4532.0,33,7,0.19341649550503762,0.5175879396984925,115.46964781650746,309,4842.0,1949.0,8.110552763819095,5.102094240837697,347.40149000391375,-152.24787444026472,0.5819120435576445,-0.2550215652265741,221.0,69,144,55,0.3819444444444444,101,18
2020,REG,00-0033572,J.Agnew,DET,QB,,1,1,0,0.0,0,0,-0.46816249890253,0.0,-0.46816249890253,0,15.0,0.0,15.0,0.0,0.961545305442996,-1.42970780434553,0.961545305442996,-1.42970780434553,0.0,0,0,0,0.0,1,0
2020,REG,00-0033733,G.Ward,PHI,QB,,1,1,1,15.0,0,0,0.868069074465893,1.0,0.868069074465893,1,15.0,0.0,15.0,0.0,0.868069074465893,0.0,0.868069074465893,0.0,1.0,0,0,0,0.0,0,0
2020,REG,00-0033869,M.Trubisky,CHI,QB,,316,316,199,1932.0,16,8,0.07680225826132574,0.5284810126582279,24.269513610578933,167,2325.0,1003.0,7.3575949367088604,5.040201005025126,149.46434921261968,-90.70582235292427,0.4729884468753787,-0.2870437416231781,124.0,18,81,29,0.35802469135802467,54,13
2020,REG,00-0033873,P.Mahomes,KC,QB,,613,613,390,4599.0,38,6,0.27396779077575084,0.5301794453507341,167.94225574553525,325,4917.0,2241.0,8.021207177814029,5.746153846153846,315.3882883768636,-110.79094183205441,0.5144996547746552,-0.1807356310473971,238.0,67,137,65,0.4744525547445255,87,26
